GEO_ID,NAME,Total_Households,Total_Below_Poverty,SNAP_Total_Households,SNAP_Below_Poverty,SNAP_Participation_Rate_Pct,No_SNAP_Total_Households,No_SNAP_Below_Poverty_Gap
12129,"Wakulla County, Florida",12745,1050,1557,217,12.2,11188,833
12131,"Walton County, Florida",34362,3942,3236,1378,9.4,31126,2564
12133,"Washington County, Florida",9287,1506,1154,561,12.4,8133,945
13001,"Appling County, Georgia",7178,1492,1406,809,19.6,5772,683
13003,"Atkinson County, Georgia",3222,744,845,390,26.2,2377,354
13005,"Bacon County, Georgia",4204,1018,878,453,20.9,3326,565
13007,"Baker County, Georgia",1108,299,168,77,15.2,940,222
13009,"Baldwin County, Georgia",16582,3731,2679,1197,16.2,13903,2534
13011,"Banks County, Georgia",6856,911,618,261,9.0,6238,650
13013,"Barrow County, Georgia",30789,3016,2693,1070,8.7,28096,1946
13015,"Bartow County, Georgia",40819,4707,3559,1220,8.7,37260,3487
13017,"Ben Hill County, Georgia",7082,1930,1511,1025,21.3,5571,905
13019,"Berrien County, Georgia",7045,1450,1658,700,23.5,5387,750
13021,"Bibb County, Georgia",59921,14038,13362,7681,22.3,46559,6357
13023,"Bleckley County, Georgia",4465,949,1000,568,22.4,3465,381
13025,"Brantley County, Georgia",6599,1122,1249,629,18.9,5350,493
13027,"Brooks County, Georgia",6052,1452,1251,788,20.7,4801,664
13029,"Bryan County, Georgia",16603,1368,1314,490,7.9,15289,878
13031,"Bulloch County, Georgia",30856,6621,5085,2345,16.5,25771,4276
13033,"Burke County, Georgia",9184,2009,1736,1019,18.9,7448,990
13035,"Butts County, Georgia",8941,999,1324,394,14.8,7617,605
13037,"Calhoun County, Georgia",1593,382,546,279,34.3,1047,103
13039,"Camden County, Georgia",21693,2506,2278,1124,10.5,19415,1382
13043,"Candler County, Georgia",4152,642,934,389,22.5,3218,253
13045,"Carroll County, Georgia",44106,6510,6397,2856,14.5,37709,3654
13047,"Catoosa County, Georgia",26653,2750,3146,1409,11.8,23507,1341
13049,"Charlton County, Georgia",4215,839,1064,572,25.2,3151,267
13051,"Chatham County, Georgia",120383,16359,14265,5361,11.8,106118,10998
13053,"Chattahoochee County, Georgia",1866,362,419,141,22.5,1447,221
13055,"Chattooga County, Georgia",9154,1893,1724,970,18.8,7430,923
13057,"Cherokee County, Georgia",101514,7172,3534,1337,3.5,97980,5835
13059,"Clarke County, Georgia",54454,13013,5127,2512,9.4,49327,10501
13061,"Clay County, Georgia",1231,233,322,162,26.2,909,71
13063,"Clayton County, Georgia",105941,17712,20461,7698,19.3,85480,10014
13065,"Clinch County, Georgia",2428,638,616,391,25.4,1812,247
13067,"Cobb County, Georgia",295714,25170,18374,6286,6.2,277340,18884
13069,"Coffee County, Georgia",15349,3796,3067,1645,20.0,12282,2151
13071,"Colquitt County, Georgia",16803,3419,3304,1870,19.7,13499,1549
13073,"Columbia County, Georgia",55149,4292,3669,1190,6.7,51480,3102
13075,"Cook County, Georgia",6304,1237,964,420,15.3,5340,817
13077,"Coweta County, Georgia",56275,4123,3861,1231,6.9,52414,2892
13079,"Crawford County, Georgia",4441,617,640,299,14.4,3801,318
13081,"Crisp County, Georgia",7908,1987,2125,1271,26.9,5783,716
13083,"Dade County, Georgia",6083,551,640,215,10.5,5443,336
13085,"Dawson County, Georgia",11573,1003,824,230,7.1,10749,773
13087,"Decatur County, Georgia",10621,2373,2417,1014,22.8,8204,1359
13089,"DeKalb County, Georgia",287239,35725,36708,13817,12.8,250531,21908
13091,"Dodge County, Georgia",6881,1530,1531,772,22.2,5350,758
13093,"Dooly County, Georgia",4031,493,709,252,17.6,3322,241
13095,"Dougherty County, Georgia",34280,8000,9925,4788,29.0,24355,3212
13097,"Douglas County, Georgia",52079,6016,6682,1928,12.8,45397,4088
13099,"Early County, Georgia",4114,973,1077,504,26.2,3037,469
13101,"Echols County, Georgia",1145,177,232,112,20.3,913,65
13103,"Effingham County, Georgia",24287,1808,1892,433,7.8,22395,1375
13105,"Elbert County, Georgia",8376,1434,1292,480,15.4,7084,954
13107,"Emanuel County, Georgia",8312,1947,2246,1005,27.0,6066,942
13109,"Evans County, Georgia",4077,831,801,407,19.6,3276,424
13111,"Fannin County, Georgia",11890,1564,1595,618,13.4,10295,946
13113,"Fayette County, Georgia",44581,2826,2145,639,4.8,42436,2187
13115,"Floyd County, Georgia",36856,5666,5482,2427,14.9,31374,3239
13117,"Forsyth County, Georgia",89030,4260,1927,541,2.2,87103,3719
13119,"Franklin County, Georgia",8994,1888,1320,684,14.7,7674,1204
13121,"Fulton County, Georgia",462481,57308,53763,22722,11.6,408718,34586
13123,"Gilmer County, Georgia",13015,1802,1247,588,9.6,11768,1214
13125,"Glascock County, Georgia",1036,172,199,83,19.2,837,89
13127,"Glynn County, Georgia",35543,5383,4403,2365,12.4,31140,3018
13129,"Gordon County, Georgia",21348,2611,2182,859,10.2,19166,1752
13131,"Grady County, Georgia",10108,1998,2054,783,20.3,8054,1215
13133,"Greene County, Georgia",8198,804,590,243,7.2,7608,561
13135,"Gwinnett County, Georgia",327043,32731,25467,7880,7.8,301576,24851
13137,"Habersham County, Georgia",16753,2457,2250,986,13.4,14503,1471
13139,"Hall County, Georgia",73551,8421,7051,3022,9.6,66500,5399
13141,"Hancock County, Georgia",2922,859,871,579,29.8,2051,280
13143,"Haralson County, Georgia",11747,1883,1653,862,14.1,10094,1021
13145,"Harris County, Georgia",13027,1113,1317,409,10.1,11710,704
13147,"Hart County, Georgia",11034,1719,1146,598,10.4,9888,1121
13149,"Heard County, Georgia",4309,897,1092,538,25.3,3217,359
13151,"Henry County, Georgia",86704,7404,9110,2484,10.5,77594,4920
13153,"Houston County, Georgia",63851,7228,6588,2247,10.3,57263,4981
13155,"Irwin County, Georgia",3589,686,531,241,14.8,3058,445
13157,"Jackson County, Georgia",28402,2172,2125,716,7.5,26277,1456
13159,"Jasper County, Georgia",5965,972,696,320,11.7,5269,652
13161,"Jeff Davis County, Georgia",5484,1313,940,497,17.1,4544,816
13163,"Jefferson County, Georgia",5751,1032,1281,440,22.3,4470,592
13165,"Jenkins County, Georgia",3216,834,686,295,21.3,2530,539
13167,"Johnson County, Georgia",3217,760,804,390,25.0,2413,370
13169,"Jones County, Georgia",10786,1139,1599,465,14.8,9187,674
13171,"Lamar County, Georgia",7133,905,961,319,13.5,6172,586
13173,"Lanier County, Georgia",3483,836,669,394,19.2,2814,442
13175,"Laurens County, Georgia",18592,4309,3814,2204,20.5,14778,2105
13177,"Lee County, Georgia",12287,669,1170,353,9.5,11117,316
13179,"Liberty County, Georgia",23998,3778,3845,1478,16.0,20153,2300
13181,"Lincoln County, Georgia",2997,523,349,166,11.6,2648,357
13183,"Long County, Georgia",6162,1123,1123,653,18.2,5039,470
13185,"Lowndes County, Georgia",46106,9302,7456,3959,16.2,38650,5343
13187,"Lumpkin County, Georgia",11669,1491,1072,433,9.2,10597,1058
13189,"McDuffie County, Georgia",8149,1600,1389,651,17.0,6760,949
13191,"McIntosh County, Georgia",5067,1136,1107,685,21.8,3960,451
13193,"Macon County, Georgia",4142,1271,1121,706,27.1,3021,565
13195,"Madison County, Georgia",11242,1879,1372,632,12.2,9870,1247
13197,"Marion County, Georgia",2966,565,637,270,21.5,2329,295
13199,"Meriwether County, Georgia",8391,1492,1934,778,23.0,6457,714
13201,"Miller County, Georgia",2573,535,453,321,17.6,2120,214
13205,"Mitchell County, Georgia",7813,1661,2143,1101,27.4,5670,560
13207,"Monroe County, Georgia",10554,1104,627,267,5.9,9927,837
13209,"Montgomery County, Georgia",3143,655,563,302,17.9,2580,353
13211,"Morgan County, Georgia",8120,920,914,320,11.3,7206,600
13213,"Murray County, Georgia",15246,2155,1878,963,12.3,13368,1192
13215,"Muscogee County, Georgia",81415,15393,13700,6821,16.8,67715,8572
13217,"Newton County, Georgia",41203,4302,5614,1791,13.6,35589,2511
13219,"Oconee County, Georgia",14994,1009,424,152,2.8,14570,857
13221,"Oglethorpe County, Georgia",5411,781,653,369,12.1,4758,412
13223,"Paulding County, Georgia",60008,4116,4821,1218,8.0,55187,2898
13225,"Peach County, Georgia",10598,1560,1989,481,18.8,8609,1079
13227,"Pickens County, Georgia",13430,1388,1306,519,9.7,12124,869
13229,"Pierce County, Georgia",7605,1020,883,364,11.6,6722,656
13231,"Pike County, Georgia",6721,697,350,163,5.2,6371,534
13233,"Polk County, Georgia",15901,2833,2743,1289,17.3,13158,1544
13235,"Pulaski County, Georgia",3575,730,533,205,14.9,3042,525
13237,"Putnam County, Georgia",10435,1620,1151,525,11.0,9284,1095
13239,"Quitman County, Georgia",1067,189,242,134,22.7,825,55
13241,"Rabun County, Georgia",7615,1066,550,162,7.2,7065,904
13243,"Randolph County, Georgia",2688,990,1059,725,39.4,1629,265
13245,"Richmond County, Georgia",76694,14976,16177,7796,21.1,60517,7180
13247,"Rockdale County, Georgia",34437,3563,4187,1090,12.2,30250,2473
13249,"Schley County, Georgia",1639,292,253,143,15.4,1386,149
13251,"Screven County, Georgia",4932,891,674,325,13.7,4258,566
13253,"Seminole County, Georgia",3767,945,802,419,21.3,2965,526
13255,"Spalding County, Georgia",26471,4606,4900,2379,18.5,21571,2227
13257,"Stephens County, Georgia",10524,1770,1528,733,14.5,8996,1037
13259,"Stewart County, Georgia",1771,575,597,326,33.7,1174,249
13261,"Sumter County, Georgia",10986,2372,2406,1162,21.9,8580,1210
13263,"Talbot County, Georgia",2529,647,585,362,23.1,1944,285
13265,"Taliaferro County, Georgia",588,137,152,99,25.9,436,38
13267,"Tattnall County, Georgia",7630,1879,1694,1106,22.2,5936,773
13269,"Taylor County, Georgia",3179,1035,1085,714,34.1,2094,321
13271,"Telfair County, Georgia",3351,919,935,495,27.9,2416,424
13273,"Terrell County, Georgia",3383,884,825,580,24.4,2558,304
13275,"Thomas County, Georgia",18684,3060,3820,1556,20.4,14864,1504
13277,"Tift County, Georgia",15640,2993,2763,1394,17.7,12877,1599
13279,"Toombs County, Georgia",10409,2188,2337,1128,22.5,8072,1060
13281,"Towns County, Georgia",5924,816,445,255,7.5,5479,561
13283,"Treutlen County, Georgia",2261,307,504,181,22.3,1757,126
13285,"Troup County, Georgia",26904,4584,5189,2159,19.3,21715,2425
13287,"Turner County, Georgia",3295,832,1071,538,32.5,2224,294
13289,"Twiggs County, Georgia",2888,586,631,278,21.8,2257,308
13291,"Union County, Georgia",11490,1290,852,448,7.4,10638,842
13293,"Upson County, Georgia",10595,2437,2400,1557,22.7,8195,880
13295,"Walker County, Georgia",26355,3593,3154,1327,12.0,23201,2266
13297,"Walton County, Georgia",35755,3734,4106,1638,11.5,31649,2096
13299,"Ware County, Georgia",12957,3107,2835,1800,21.9,10122,1307
13301,"Warren County, Georgia",2097,502,468,292,22.3,1629,210
13303,"Washington County, Georgia",7330,1490,2157,989,29.4,5173,501
13305,"Wayne County, Georgia",11061,2271,2235,957,20.2,8826,1314
13307,"Webster County, Georgia",843,138,242,96,28.7,601,42
13309,"Wheeler County, Georgia",1615,517,380,207,23.5,1235,310
13311,"White County, Georgia",10729,1285,1045,595,9.7,9684,690
13313,"Whitfield County, Georgia",36834,5152,4110,1619,11.2,32724,3533
13315,"Wilcox County, Georgia",2614,563,527,294,20.2,2087,269
13317,"Wilkes County, Georgia",4133,901,726,385,17.6,3407,516
13319,"Wilkinson County, Georgia",3473,798,530,310,15.3,2943,488
13321,"Worth County, Georgia",7739,1644,1659,842,21.4,6080,802
15001,"Hawaii County, Hawaii",74072,11888,13197,5188,17.8,60875,6700
15003,"Honolulu County, Hawaii",338868,31570,34575,11825,10.2,304293,19745
15005,"Kalawao County, Hawaii",40,0,3,0,7.5,37,0
15007,"Kauai County, Hawaii",23632,2303,2680,698,11.3,20952,1605
15009,"Maui County, Hawaii",55841,5457,5781,1768,10.4,50060,3689
16001,"Ada County, Idaho",202543,17459,10389,4103,5.1,192154,13356
16003,"Adams County, Idaho",1776,282,82,28,4.6,1694,254
16005,"Bannock County, Idaho",33590,4591,4916,2105,14.6,28674,2486
16007,"Bear Lake County, Idaho",2278,197,107,39,4.7,2171,158
16009,"Benewah County, Idaho",4072,636,432,269,10.6,3640,367
16011,"Bingham County, Idaho",16132,1841,1665,857,10.3,14467,984
16013,"Blaine County, Idaho",10413,553,425,88,4.1,9988,465
16015,"Boise County, Idaho",3593,236,243,78,6.8,3350,158
16017,"Bonner County, Idaho",20283,2296,1302,594,6.4,18981,1702
16019,"Bonneville County, Idaho",44184,4181,4007,1407,9.1,40177,2774
16021,"Boundary County, Idaho",5046,762,543,251,10.8,4503,511
16023,"Butte County, Idaho",1073,183,117,85,10.9,956,98
16025,"Camas County, Idaho",370,37,1,0,0.3,369,37
16027,"Canyon County, Idaho",86069,8379,7423,2580,8.6,78646,5799
16029,"Caribou County, Idaho",2474,216,190,100,7.7,2284,116
16031,"Cassia County, Idaho",8495,1051,779,328,9.2,7716,723
16033,"Clark County, Idaho",279,25,12,4,4.3,267,21
16035,"Clearwater County, Idaho",3636,479,305,155,8.4,3331,324
16037,"Custer County, Idaho",1943,345,90,75,4.6,1853,270
16039,"Elmore County, Idaho",11067,1053,858,212,7.8,10209,841
16041,"Franklin County, Idaho",4932,588,301,135,6.1,4631,453
16043,"Fremont County, Idaho",4654,470,409,215,8.8,4245,255
16045,"Gem County, Idaho",7643,989,520,289,6.8,7123,700
16047,"Gooding County, Idaho",5702,686,475,137,8.3,5227,549
16049,"Idaho County, Idaho",6776,882,311,102,4.6,6465,780
16051,"Jefferson County, Idaho",10199,1097,762,429,7.5,9437,668
16053,"Jerome County, Idaho",8277,1106,626,292,7.6,7651,814
16055,"Kootenai County, Idaho",71172,6502,4783,1437,6.7,66389,5065
16057,"Latah County, Idaho",16270,3063,880,480,5.4,15390,2583
16059,"Lemhi County, Idaho",3458,606,345,252,10.0,3113,354
16061,"Lewis County, Idaho",1574,244,155,91,9.8,1419,153
16063,"Lincoln County, Idaho",1848,228,111,74,6.0,1737,154
16065,"Madison County, Idaho",13326,3108,1266,607,9.5,12060,2501
16067,"Minidoka County, Idaho",8107,1323,900,517,11.1,7207,806
16069,"Nez Perce County, Idaho",17270,2173,1267,689,7.3,16003,1484
16071,"Oneida County, Idaho",1921,222,93,39,4.8,1828,183
16073,"Owyhee County, Idaho",4339,508,511,210,11.8,3828,298
16075,"Payette County, Idaho",9692,1024,1516,428,15.6,8176,596
16077,"Power County, Idaho",2815,353,250,64,8.9,2565,289
16079,"Shoshone County, Idaho",5763,785,595,333,10.3,5168,452
16081,"Teton County, Idaho",4677,384,143,84,3.1,4534,300
16083,"Twin Falls County, Idaho",34754,3905,3320,1377,9.6,31434,2528
16085,"Valley County, Idaho",4318,543,134,40,3.1,4184,503
16087,"Washington County, Idaho",4202,726,467,279,11.1,3735,447
17001,"Adams County, Illinois",27915,3853,3448,1708,12.4,24467,2145
17003,"Alexander County, Illinois",1904,391,511,268,26.8,1393,123
17005,"Bond County, Illinois",6147,626,793,216,12.9,5354,410
17007,"Boone County, Illinois",19460,1974,2781,939,14.3,16679,1035
17009,"Brown County, Illinois",2041,263,247,164,12.1,1794,99
17011,"Bureau County, Illinois",14028,1558,1889,801,13.5,12139,757
17013,"Calhoun County, Illinois",1239,89,95,52,7.7,1144,37
17015,"Carroll County, Illinois",6578,803,996,400,15.1,5582,403
17017,"Cass County, Illinois",5128,666,755,322,14.7,4373,344
17019,"Champaign County, Illinois",85472,17337,7764,3390,9.1,77708,13947
17021,"Christian County, Illinois",13586,1541,2076,789,15.3,11510,752
17023,"Clark County, Illinois",6555,650,879,333,13.4,5676,317
17025,"Clay County, Illinois",5311,878,983,452,18.5,4328,426
17027,"Clinton County, Illinois",14570,1173,1311,551,9.0,13259,622
17029,"Coles County, Illinois",20824,3837,3947,1837,19.0,16877,2000
17031,"Cook County, Illinois",2100230,288122,329128,135819,15.7,1771102,152303
17033,"Crawford County, Illinois",7492,1043,1030,493,13.7,6462,550
17035,"Cumberland County, Illinois",4177,403,385,208,9.2,3792,195
17037,"DeKalb County, Illinois",39550,6755,5827,2811,14.7,33723,3944
17039,"De Witt County, Illinois",6595,641,863,302,13.1,5732,339
17041,"Douglas County, Illinois",7765,746,965,369,12.4,6800,377
17043,"DuPage County, Illinois",350758,25121,26030,7486,7.4,324728,17635
17045,"Edgar County, Illinois",7567,899,1460,465,19.3,6107,434
17047,"Edwards County, Illinois",2666,455,457,323,17.1,2209,132
17049,"Effingham County, Illinois",13951,1318,1696,774,12.2,12255,544
17051,"Fayette County, Illinois",7814,1063,909,472,11.6,6905,591
17053,"Ford County, Illinois",5828,915,842,370,14.4,4986,545
17055,"Franklin County, Illinois",16137,3057,4171,2106,25.8,11966,951
17057,"Fulton County, Illinois",13795,1860,2393,1066,17.3,11402,794
17059,"Gallatin County, Illinois",2098,331,458,213,21.8,1640,118
17061,"Greene County, Illinois",4452,617,689,309,15.5,3763,308
17063,"Grundy County, Illinois",20595,1308,2251,575,10.9,18344,733
17065,"Hamilton County, Illinois",3387,416,516,206,15.2,2871,210
17067,"Hancock County, Illinois",7613,974,1010,526,13.3,6603,448
17069,"Hardin County, Illinois",1545,246,286,138,18.5,1259,108
17071,"Henderson County, Illinois",2704,348,374,188,13.8,2330,160
17073,"Henry County, Illinois",20272,2073,2696,1157,13.3,17576,916
17075,"Iroquois County, Illinois",11443,1543,1623,663,14.2,9820,880
17077,"Jackson County, Illinois",22955,4956,4243,2064,18.5,18712,2892
17079,"Jasper County, Illinois",3751,439,525,272,14.0,3226,167
17081,"Jefferson County, Illinois",14820,2007,2537,1093,17.1,12283,914
17083,"Jersey County, Illinois",7965,910,945,418,11.9,7020,492
17085,"Jo Daviess County, Illinois",10391,859,874,363,8.4,9517,496
17087,"Johnson County, Illinois",4101,671,530,276,12.9,3571,395
17089,"Kane County, Illinois",184706,14744,20253,6301,11.0,164453,8443
17091,"Kankakee County, Illinois",40996,4914,6532,2455,15.9,34464,2459
17093,"Kendall County, Illinois",45372,2287,3907,882,8.6,41465,1405
17095,"Knox County, Illinois",20972,3296,3235,1445,15.4,17737,1851
17097,"Lake County, Illinois",258455,22218,24166,8606,9.4,234289,13612
17099,"LaSalle County, Illinois",45373,6313,6729,3446,14.8,38644,2867
17101,"Lawrence County, Illinois",5472,679,805,360,14.7,4667,319
17103,"Lee County, Illinois",13337,1768,2048,953,15.4,11289,815
17105,"Livingston County, Illinois",14615,1542,2146,881,14.7,12469,661
17107,"Logan County, Illinois",11266,1611,2068,940,18.4,9198,671
17109,"McDonough County, Illinois",11856,2301,1680,835,14.2,10176,1466
17111,"McHenry County, Illinois",117594,7882,8679,2791,7.4,108915,5091
17113,"McLean County, Illinois",70220,10266,7245,3529,10.3,62975,6737
17115,"Macon County, Illinois",43468,6402,8595,4143,19.8,34873,2259
17117,"Macoupin County, Illinois",17576,2300,2712,1263,15.4,14864,1037
17119,"Madison County, Illinois",110134,12656,15129,6328,13.7,95005,6328
17121,"Marion County, Illinois",15512,2379,3073,1441,19.8,12439,938
17123,"Marshall County, Illinois",5094,608,687,311,13.5,4407,297
17125,"Mason County, Illinois",5781,817,898,512,15.5,4883,305
17127,"Massac County, Illinois",5457,959,931,389,17.1,4526,570
17129,"Menard County, Illinois",5228,593,759,394,14.5,4469,199
17131,"Mercer County, Illinois",6565,657,652,262,9.9,5913,395
17133,"Monroe County, Illinois",13851,898,615,369,4.4,13236,529
17135,"Montgomery County, Illinois",11319,1749,1747,805,15.4,9572,944
17137,"Morgan County, Illinois",13076,1670,2124,1010,16.2,10952,660
17139,"Moultrie County, Illinois",5817,515,688,313,11.8,5129,202
